title,abstract,authors,keywords,doi,url,year,asreview_label,asreview_time,asreview_note
An Ontology-Driven Approach to Electronic Document Structure Design,"Over the course of history, humankind used documents as one of the ways of organization of the data. In the recent decades, electronic documentation became increasingly widespread. To make electronic documents exchange possible, standards regulating transmission protocols, representation formats, and rules for document building are necessary. For some protocols (HTTP, SOAP, etc.) and formats (EDI, XML, JSON, etc.), relatively fixed and generally accepted standards are available. As for the electronic document design, there is an abundance of approaches where a leader could hardly be established; all of them have their benefits and drawbacks. This study explores some of these approaches (UN/CEFACT CCTS, WCO DM, ISO 20022, and NIEM). These approaches have different features but from the conceptual perspective they are intended to describe sets of details of some real-world objects. The paper proposes to describe such objects using an ontology and then, based on this ontology, build conceptual structures of electronic documents that can be converted to platform-independent structures of electronic documents in accordance with one of the standards. The introduced approach allows harmonizing the standards under consideration.",Ignatov Dmitry I.; Khachay Mikhail Yu.; Labunets Valeri G.; Loukachevitch Natalia; Nikolenko Sergey I.; Panchenko Alexander; Savchenko Andrey V.; Vorontsov Konstantin; Nikiforov Denis A.; Korchagin Alexander B.; Sivakov Ruslan L.,review:Decision=included; review:Time=2025-09-05 15:17,,,2017,1,2025-09-05 15:17,
,,,,,,,,,
,,,,,,,,,
Using Domain-Specific Models to Facilitate Model-Based Systems-Engineering: Development Process Design Modeling with OPM and PROVE,"Model-based Systems Engineering (MBSE) approaches are a step forward in the evolution of computer-aided engineering, and yet, they often incorporate deﬁciencies that may jeopardize their practical utility and usability, as well as the validity of the resulting models. We demonstrate how a domain-speciﬁc modeling approach can relieve some hurdles in adopting MBSE, and how it can be used in tandem with a general-purpose modeling approach to augment and introduce rigor to models. Speciﬁcally, we demonstrate the consequences of theoretical issues that were previously identiﬁed in Object Process Methodology and suggest an approach to solve them. We use a generalized casestudy—derived from extensive process modeling in both academia and industry—to show that a domain-speciﬁc model can signiﬁcantly relax the user’s modeling effort. This demonstration is based on two quantitative metrics: the number of representational elements and available modeling tactics. We discuss the contribution of our approach to model quality, particularly with respect to its rigor and communicability.",Shaked Avi; Reich Yoram,Not Included; review:Decision=included; review:Time=2025-09-05 15:15,10.3390/app11041532,,2021,1,2025-09-05 15:15,
,,,,,,,,,
Class association rule mining using multidimensional numbered information spaces,"Data mining is of great importance in the overall process of knowledge discovery. In this dissertation we focused our attention in the part of discoveryoriented methods and especially classification algorithms. Class-Association Rules (CAR) algorithms have a special place within the family of classification algorithms. This type of classifiers offers a number of advantages: efficiency of the training regardless of the training set; easy handling with high dimensionality; very fast classification; high accuracy; classification model easily comprehensible for humans. The main classification workflow of CAR algorithms usually involves three phases: generating the rules, pruning, and recognition. The mining of association rules is a typical data mining task that works in an unsupervised manner. A major advantage of association rules is that they are theoretically capable to reveal all interesting relationships in a database. But for practical applications the number of mined rules is usually too large to be exploited entirely. Hence, a pruning phase is applied in order to build accurate and compact classifiers. The pruning can be applied during preprocessing, simultaneously to the association rules mining, or during post-processing. Different rule quality measures and rule ordering schemes can be applied in the process of rule selection. There are also different options which can be considered for the recognition phase – e.g. to use a simple rule or to use a set of rules with different types of ordering schemas. On the other hand, the process of creating classification models inevitably touches upon the use of appropriate access methods which facilitate access to different kinds of structures used in such algorithms. Our effort had been focused on the memory organization called Multidimensional numbered information spaces which allows to operate with contextfree multidimensional data structures. The program realization of such structures is named ArM 32. Multi-Domain Information Model (MDIM) and respectively Arm 32 are based on the process of replacing names by numbers which allows to use mathematical functions and addressing vectors for accessing the information. Our approach is to use such structures and operations in the implementation of one class association rule classifier in order to provide evidence on the vitality of the idea of using context-free multidimensional data structures and direct access as a powerful tool for knowledge discovery. We have proposed two classification algorithms – Pyramidal Growing Networks (PGN) and Multi-layer Pyramidal Growing Networks (MPGN). PGN creates association rules, optimized for maximal accuracy of produced rules. One of the main characteristics of PGN is that it is a parameter-free classifier. The association rule mining is executed from the longest rules to the shorter ones until no intersections between patterns in the classes are possible. In the pruning phase the contradictions and inconsistencies of more general rules are cleared, after that the pattern set is compacted excluding all more concrete rules within the classes. PGN is introduced as a useful tool for questioning the support-first principle used by many associative classifiers when mining for association rules. PGN reverses the common approach and focuses primarily on the confidence of the association rules and only in a later stage on the support of the rules. The main purpose is twofold: to provide a proof of concept for this new approach and to gather evidence on its potential. MPGN is based on multilayer structure. It involves possibility to escape combinatorial explosion using smart disposing of the information in the multilayer structures called ""pyramids"". These structures can be easily implemented using ArM-structures. These algorithms are implemented in the data mining environment PaGaNe, developed by the team from the Institute of Mathematics and Informatics – Bulgarian Academy of Sciences; Iliya Mitov and Krassimira Ivanova are the principal developers. PaGaNe incorporates different types of statistical analysis methods, discretization algorithms, association rule miner, as well as classification algorithms, which all are based on the use of multi-dimensional numbered information spaces. The Lenses dataset is used as a test example to illustrate the specifics of the proposed algorithms, the process of creating classification models as well as the process of recognition. We demonstrate that PGN produces the pattern set that is both minimal and complete for covering the learning set, which is an indicator for expectation that PGN will produce tight model and good accuracy results. In the case of MPGN we have demonstrated the process of creating main construction elements. We also have illustrated the functionality which allows to visualize how the pyramids are being created and how the queries are being recognized. We carried out experiments with 25 datasets from the UCI machine learning repository [Frank and Asuncion, 2010]. The experiments had been conducted using the data mining environment PaGaNe, the knowledge analysis system Weka, and LUCS-KDD Repository. A comparison between PGN, MPGN and some other CAR algorithms, as well as decision tree and decision rule classifiers which have similar behavior of creating the task model, had been done. One series of experiments aimed to study what accuracy had been obtained while preprocessing real data with different discretizators realized in PaGaNe. We found that in general PGN-classifier trained on data preprocessed by Chimerge with 95trained on data preprocessed by the other discretization methods. The main reason for this is that using Chi-square statistical measure as criterion for class dependency in adjacent intervals of a feature results in good separation between class labels. A second set of experiments studied the process of growing the learning sets and how this reflects on the classification model and the accuracy of PGN and MPGN; more specifically, we studied the critical point of the amount of the learning set in which classification model is relatively compact and the received accuracy stabilizes. Of course this critical point highly depends on the choice of dataset. A third set of experiments were focused on analyzing different exit points of MPGN. The received results showed that in a lot of cases the build constructs lead to excluding only one class as best competitor. Other cases usually fall into competition between classes, where different strategies for ordering the competitors can be applied. A very few cases fall into the way where MPGNalgorithm did not work and alternative choice is given. A fourth set of experiments aimed to analyze the dependencies of classifiers' behaviors when the noise rush in the dataset attributes; for this set we used the Monks1 dataset. The experiments demonstrated that noising in the dataset worsens considerably the accuracy of PGN which had been designed to perform well in clear datasets. However, experiments with other existing classifiers showed that they also were not been able to resist noising attacks. We made the comparison of overall accuracy between PGN, MPGN (with two recognition strategies – S1 and S2), CMAR, OneR, JRip, J48 and REPTree. The Friedman test showed statistical difference between tested classifiers. The post-hoc Nemenyi test showed that our PGN has best overall performance between examined classifiers and MPGN is competitive with CMAR, J48, JRip and REPTree. The experimental results are very positive and show that PGN is competitive with classification methods that build similar classification behavior. At the same time, it has an essential advantage over the other classifiers being parameter free. Furthermore, the empirical results showed that PGN is slightly more sensitive to noise than techniques such as C4.5 and RIPPER. However, its overall accuracy was still very good compared to these classifiers. In general, the results provide evidence that the confidence-first approach yields interesting opportunities for knowledge discovery.",MITOV Iliya,⛔ No DOI found; review:Decision=excluded; review:Time=2025-09-05 15:17,,,2011,0,2025-09-05 15:17,
,,,,,,,,,
,,,,,,,,,
Knowledge integration via the fusion of the data models used in automotive production systems,"In this paper a novel information model that can be used in Manufacturing Execution Systems is presented. The model is based on the fusion of ISA95, AML and OPC UA. ISA95 is used to define, unify and describe the details of a product and production technology. It also enables communication with ERP systems. The AML standard allows information about the production facilities to be presented. The OPC UA address space represents different parts of an information model while the OPC communication protocol enables it to be linked to actual production systems. The proposed concept is illustrated using an actual example of a production line for electronic devices.",Cupek Rafal; Ziebinski Adam; Drewniak Marek; Fojcik Marcin,review:Decision=excluded; review:Time=2025-09-05 15:17,10.1080/17517575.2018.1489563,,2019,0,2025-09-05 15:17,
,,,,,,,,,
Knowledge integration via the fusion of the data models used in automotive production systems,"In this paper a novel information model that can be used in Manufacturing Execution Systems is presented. The model is based on the fusion of ISA95, AML and OPC UA. ISA95 is used to define, unify and describe the details of a product and production technology. It also enables communication with ERP systems. The AML standard allows information about the production facilities to be presented. The OPC UA address space represents different parts of an information model while the OPC communication protocol enables it to be linked to actual production systems. The proposed concept is illustrated using an actual example of a production line for electronic devices.",Cupek Rafal; Ziebinski Adam; Drewniak Marek; Fojcik Marcin,review:Decision=excluded; review:Time=2025-09-05 15:17,10.1080/17517575.2018.1489563,,2019,0,2025-09-05 15:17,
,,,,,,,,,
,,,,,,,,,
ArmSquare: An association rule miner based on multidimensional numbered information spaces,"In this article, we propose a simple approach for association rule mining, which uses the possibilities of the multidimensional numbered information spaces as a storage structures. The main focus in the realization of ArmSquare is using the advantages of such spaces, i.e., the possibility to build growing space hierarchies of information elements, the great power for building interconnections between information elements stored in the information base, and the possibility to change searching with direct addressing in well structured tasks. The tested types of implementations of realized tool show the vividness of proposed approach.",MITOV Iliya; IVANOVA Krassimira; DEPAIRE Benoit; VANHOOF Koen,⛔ No DOI found; Association Rule Mining; Market Basket Analysis; Multidimensional Numbered Information Spaces; review:Decision=excluded; review:Time=2025-09-05 15:18,,,2011,0,2025-09-05 15:18,
Comparison of discretization methods for preprocessing data for pyramidal growing network classification method,"This paper presents a comparison of four representative discretization methods from different classes to be used with so called PGN-classifier which deals with categorical data. We examine which of them supplies more convenient discretization for PGN Classification Method. The experiments are provided on the base of UCI repository data sets. The comparison tests were provided using an experimental classification machine learning system ""PaGaNe"", which realizes Pyramidal Growing Network (PGN) Classification Algorithm. It is found that in general, PGN-classifier trained on data preprocessed by Chi-merge achieve lower classification error than those trained on data preprocessed by the other discretization methods. The comparison of PGN-classifier, trained with Chi-merge-discretizator with other classifiers (realized in WEKA system) shows good results in favor of PGNclassifier.",Markov Krassimir; Ivanova Krassimira; Vanhoof Koen; Velychko Vitalii; Mitov Ilia; Stanchev Peter,review:Decision=excluded; review:Time=2025-09-05 15:17,,,,0,2025-09-05 15:17,
,,,,,,,,,
Algorithm for quick numbering of large volumes of data,"An original algorithm for numbering large datasets by means of Natural Language Addressing (NLA) is presented in the paper. We use a counter to number different instances and store its current value in the container NL-addressed by the instance. If the instance is repeated, from this NL-address we receive its already assigned number. The algorithm is implemented in an experimental program RDFArM for storing large RDF-datasets. The provided experiments have shown that NL-access time for one instance (triple or quadruple) does not depend on number of already stored instances from the dataset. This is very important for storing Big Data.",Ivanova Krassimira,⛔ No DOI found; review:Decision=excluded; review:Time=2025-09-05 15:18,,,2015,0,2025-09-05 15:18,
Decentralization in industry 4.0 supported by opc ua multi-domain information models: Case study and implementation challenges,"This paper introduces an OPC UA multi-domain information model aimed at supporting decentralization in industrial automation and includes a case study addressing the implementation challenges associated with integrating standards such as Device, PackML, ISA95, and AAS. The developed model enables interoperability and harmonization of information models across various domains, which is crucial for Industry 4.0 applications. The work highlights the paradox of decentralization, where independent modules require centralized control and data coordination, necessitating a unified information model. Key contributions include the proposal of methods to address technical challenges related to data type compatibility and inheritance of properties across domains. Additionally, the text emphasizes the importance of system integration for data acquisition from physical assets. A comparative analysis of implementation on PLCs, on-premises computing platforms, and cloud environments highlights tradeoffs in deployment depending on system complexity and response time requirements. The study results may assist in developing an information model for a decentralized unit in Industry 4.0.",Pribiš Rudolf; Beňo Lukáš; Pajpach Martin; Drahoš Peter; Kocák Ondrej,Interoperability; multi-domain information model; Data models; Computational modeling; decentralization; Fourth Industrial Revolution; Industry 4.0; OPC UA; Proposals; Servers; Standards; Synchronization; System integration; Time factors; review:Decision=included; review:Time=2025-09-05 15:16; review:Reason=Om een reden,10.1109/KI64036.2025.10916421,,2025,1,2025-09-05 15:16,Om een reden
,,,,,,,,,
Big data addressed in natural language,"Actions related to the cloud processing of large volumes of semi- or unstructured, streaming data (so-called “Big Data”) pose challenges that organizations must address. They are related to the location of the data in the cloud, its storage and management. Much of Big Data is collected from sources that are external to the business organization, such as social media, demographics, web data, events, news sources, and more. In this article, we discuss an access method to enable support for very large Big Data databases. It is based on the capabilities of Natural Language Addressing (NLA). An important advantage of NLA is the reduction of the amount of occupied memory due to the complete absence of additional indexes, absolute addresses, pointers and additional files, as well as the reduction of processing time due to the complete absence of searches - data is stored / retrieved to / from a direct address.",Karastanev Stefan; Markova Vera; Ivanova Krasimira,Data models; Big Data; big data databases; BigNLA access method; Memory management; natural language addressing; Natural languages; Organizations; Social networking (online); Task analysis; review:Decision=excluded; review:Time=2025-09-05 15:17,10.1109/AEIS61544.2023.00016,,2023,0,2025-09-05 15:17,
Automatic Metadata Generation and Digital Cultural Heritage,,Ivanova Krassimira; Mitov Iliya; Depaire Benoit; Vanhoof Koen; Blagoev Dimitar,⛔ No DOI found; review:Decision=excluded; review:Time=2025-09-05 15:17,,,2012,0,2025-09-05 15:17,
,,,,,,,,,
ArmSquare: An association rule miner based on multidimensional numbered information spaces,"In this article, we propose a simple approach for association rule mining, which uses the possibilities of the multidimensional numbered information spaces as a storage structures. The main focus in the realization of ArmSquare is using the advantages of such spaces, i.e., the possibility to build growing space hierarchies of information elements, the great power for building interconnections between information elements stored in the information base, and the possibility to change searching with direct addressing in well structured tasks. The tested types of implementations of realized tool show the vividness of proposed approach.",MITOV Iliya; IVANOVA Krassimira; DEPAIRE Benoit; VANHOOF Koen,Association Rule Mining; Market Basket Analysis; Multidimensional Numbered Information Spaces; review:Decision=excluded; review:Time=2025-09-05 15:18,,,2011,0,2025-09-05 15:18,
,,,,,,,,,
Managerial and Ontological Issues in the Development of Enterprise Architecture: Experiences from a Case Study,"With increasing numbers and complexity of information models, it is becoming more and more important to have supporting modeling frameworks. Previous literature within this field has been descriptive, conceptual, and normative with few empirical studies addressing managerial and cognitive challenges during the development of large-scale models. This article addresses modeling from three perspectives: Enterprise Architecture (EA), Ontology, and Management Theory. The article presents the experiences from a large corporation effort to develop a modeling framework. The focus is on managerial and cognitive issues related to the development and use of the modeling framework. The conclusion is that large-scale modeling activities are complex involving several cognitive issues, such as managing different interpretations of terms due to different languages, modeling frameworks, cultures, and information systems.",Hedman Jonas; Schonström Mikael,⛔ No DOI found; review:Decision=included; review:Time=2025-09-05 15:12,,,2013,1,2025-09-05 15:12,
ADVANCE OF THE ACCESS METHODS,The goal of this paper is to outline the advance of the access methods in the last ten years as well as to make review of all available in the accessible bibliography methods.,Markov Krassimir; Ivanova Krassimira; Karastanev Stefan; Mitov Ilia,⛔ No DOI found; review:Decision=excluded; review:Time=2025-09-05 15:17,,,2008,0,2025-09-05 15:17,
An ontology-driven approach to electronic document structure design,"Over the course of history, humankind used documents as one of the ways of organization of the data. In the recent decades, electronic documentation became increasingly widespread. To make electronic documents exchange possible, standards regulating transmission protocols, representation formats, and rules for document building are necessary. For some protocols (HTTP, SOAP, etc.) and formats (EDI, XML, JSON, etc.), relatively fixed and generally accepted standards are available. As for the electronic document design, there is an abundance of approaches where a leader could hardly be established; all of them have their benefits and drawbacks. This study explores some of these approaches (UN/CEFACT CCTS, WCO DM, ISO 20022, and NIEM). These approaches have different features but from the conceptual perspective they are intended to describe sets of details of some real-world objects. The paper proposes to describe such objects using an ontology and then, based on this ontology, build conceptual structures of electronic documents that can be converted to platform-independent structures of electronic documents in accordance with one of the standards. The introduced approach allows harmonizing the standards under consideration.",Ignatov Dmitry I.; Khachay Mikhail Yu.; Labunets Valeri G.; Loukachevitch Natalia; Nikolenko Sergey I.; Panchenko Alexander; Savchenko Andrey V.; Vorontsov Konstantin; Nikiforov Denis A.; Korchagin Alexander B.; Sivakov Ruslan L.,review:Decision=included; review:Time=2025-09-05 15:17,10.1007/978-3-319-52920-2_1,,2017,1,2025-09-05 15:17,
,,,,,,,,,
,,,,,,,,,
Automatic metadata generation and digital cultural heritage,,Ivanova Krassimira; Mitov Iliya; Depaire Benoit; Vanhoof Koen; Blagoev Dimitar,⛔ No DOI found; review:Decision=excluded; review:Time=2025-09-05 15:17,,,2012,0,2025-09-05 15:17,
,,,,,,,,,
Multi-layer knowledge representation,"An approach for knowledge representation based on post-relation type of information bases is outlined in the paper. Explanation starts with remembering the idea of Natural Language Addressing. After that, the idea of Multi-layer Knowledge Representation by Means of Natural Language Addressing is presented.",Ivanova Krassimira,⛔ No DOI found; review:Decision=excluded; review:Time=2025-09-05 15:18,,,2014,0,2025-09-05 15:18,
An approach to multi-domain data model development based on the model-driven architecture and ontologies,"To date, there are many diverse data representation technologies (EDIFACT, XML, JSON, CSV, relational model, NoSQL). Transition to new technologies or the integration of information systems based on different technological stacks is a complex and expensive process. Platform-independent models take an important role in this process. The structure of such a model is described in this article. However, given the data model has been created at the junction of different domains, it may be not enough. In such case, a one more step of abstraction and a movement to the computation-independent model is required. The authors propose to create it in an ontological form.",Nikiforov Denis A; Lisikh Igor G; Sivakov Ruslan L,⛔ No DOI found; review:Decision=included; review:Time=2025-09-05 15:16,,,2015,1,2025-09-05 15:16,
Example of multi-layer knowledge representation by means of natural language addressing,An approach for knowledge representation based on post-relation type of information bases is outlined in the paper. The idea of Natural Language Addressing and based on it idea of Multi-layer Knowledge Representation are presented.,Ivanova Krassimira,⛔ No DOI found; review:Decision=excluded; review:Time=2025-09-05 15:18,,,2014,0,2025-09-05 15:18,
,,,,,,,,,
Data independence in the multi-dimensional numbered information spaces,The concept of data independence designates the techniques that allow data to be changed without affecting the applications that process it. The different structures of the information bases require corresponded tools for supporting data independence. A kind of information bases (the Multi-dimensional Numbered Information Spaces) are pointed in the paper. The data independence in such information bases is discussed.,Markov Krassimir,⛔ No DOI found; review:Decision=excluded; review:Time=2025-09-05 15:17,,,2008,0,2025-09-05 15:17,
,,,,,,,,,
